utterance,intent,category
tell me about a shipping deal change,change_shipping_address,SHIPPING_ADDRESS
where to change the vessels address?,change_shipping_address,SHIPPING_ADDRESS
could you help me to modifications the shipping address?,change_shipping_address,SHIPPING_ADDRESS
how could I modifying the shipping address?,change_shipping_address,SHIPPING_ADDRESS
can you help me changing my shipping deal?,change_shipping_address,SHIPPING_ADDRESS
I do not know how I can change my sending address,change_shipping_address,SHIPPING_ADDRESS
I do not know how to shifting the shipping address,change_shipping_address,SHIPPING_ADDRESS
I have put my ancient address by mistake,change_shipping_address,SHIPPING_ADDRESS
I cannot corrdct my vessels address,change_shipping_address,SHIPPING_ADDRESS
need assistance to edit my delivery addresses,change_shipping_address,SHIPPING_ADDRESS
tell me more about altering my shipping address,change_shipping_address,SHIPPING_ADDRESS
I am trying to edit my addresses,change_shipping_address,SHIPPING_ADDRESS
my shipping address changing,change_shipping_address,SHIPPING_ADDRESS
is it possible to change my sending address?,change_shipping_address,SHIPPING_ADDRESS
i dont know hwat i need to do to edit the shipping treat,change_shipping_address,SHIPPING_ADDRESS
I have to change my ships address,change_shipping_address,SHIPPING_ADDRESS
i do not know what to do to corrected my shipping  address,change_shipping_address,SHIPPING_ADDRESS
information about refreshed my shipping address,change_shipping_address,SHIPPING_ADDRESS
how do I change my vessels address?,change_shipping_address,SHIPPING_ADDRESS
problem with a shipping deal change,change_shipping_address,SHIPPING_ADDRESS
I have issues trying to change my shipping deal,change_shipping_address,SHIPPING_ADDRESS
I would like to know more about a shipping tackling change,change_shipping_address,SHIPPING_ADDRESS
i have a trouble try to modify the shipping address,change_shipping_address,SHIPPING_ADDRESS
how to correct my deal?,change_shipping_address,SHIPPING_ADDRESS
i have errors trying to update the delivery tackle,change_shipping_address,SHIPPING_ADDRESS
I have got to changes the shipping address,change_shipping_address,SHIPPING_ADDRESS
tell me about changing my ship address,change_shipping_address,SHIPPING_ADDRESS
I don't know what to do to change my ship address,change_shipping_address,SHIPPING_ADDRESS
I don't know how I can change my seafaring address,change_shipping_address,SHIPPING_ADDRESS
can you tell me more about shifts my shipping address?,change_shipping_address,SHIPPING_ADDRESS
what do I need to do to modification my shipping address?,change_shipping_address,SHIPPING_ADDRESS
assistance to change the shipping deal,change_shipping_address,SHIPPING_ADDRESS
help changing the ships address,change_shipping_address,SHIPPING_ADDRESS
need to amendment thedelivery address can uhelp me,change_shipping_address,SHIPPING_ADDRESS
what do I have to do to changes the shipping address?,change_shipping_address,SHIPPING_ADDRESS
I try to changed my shipping address,change_shipping_address,SHIPPING_ADDRESS
I have an issue trying to correct the addresses,change_shipping_address,SHIPPING_ADDRESS
give me information about a delivery treat change,change_shipping_address,SHIPPING_ADDRESS
where do I changed the shipping address?,change_shipping_address,SHIPPING_ADDRESS
give me information about modify my shipping address,change_shipping_address,SHIPPING_ADDRESS
I need help amendment my shipping address,change_shipping_address,SHIPPING_ADDRESS
I have issues trying to altered the shipping address,change_shipping_address,SHIPPING_ADDRESS
I don't know how I could change the vessels address,change_shipping_address,SHIPPING_ADDRESS
i want assistance to change the tackling,change_shipping_address,SHIPPING_ADDRESS
give me information about a shipping address amend,change_shipping_address,SHIPPING_ADDRESS
there is a problem trying to rectified the delivery address,change_shipping_address,SHIPPING_ADDRESS
need helps correcting my goddamn delivery address,change_shipping_address,SHIPPING_ADDRESS
how can I alterations my shipping address?,change_shipping_address,SHIPPING_ADDRESS
where can I get information about a shipping address amended?,change_shipping_address,SHIPPING_ADDRESS
aiding trying to correct my shipping address,change_shipping_address,SHIPPING_ADDRESS
find information about a shipping address changes,change_shipping_address,SHIPPING_ADDRESS
error editing shipping treat,change_shipping_address,SHIPPING_ADDRESS
could you help me change the sending address?,change_shipping_address,SHIPPING_ADDRESS
I don't know what to do to change the shipping addressing,change_shipping_address,SHIPPING_ADDRESS
i choosing a wrong delivery address by mistake can i correct it,change_shipping_address,SHIPPING_ADDRESS
i do not know how i can edit my treat,change_shipping_address,SHIPPING_ADDRESS
where to change my shipping treat?,change_shipping_address,SHIPPING_ADDRESS
help me changing the shipping treat,change_shipping_address,SHIPPING_ADDRESS
there are troubles upgrading the address,change_shipping_address,SHIPPING_ADDRESS
I need aided trying to change my shipping address,change_shipping_address,SHIPPING_ADDRESS
can you aids me change the shipping address?,change_shipping_address,SHIPPING_ADDRESS
I would like to know about changing my seafaring address,change_shipping_address,SHIPPING_ADDRESS
tell me about changes the shipping address,change_shipping_address,SHIPPING_ADDRESS
can I change my shipment address?,change_shipping_address,SHIPPING_ADDRESS
there is a problem upgrades my shipping address,change_shipping_address,SHIPPING_ADDRESS
I do not knlw what I have to do to correct the treating,change_shipping_address,SHIPPING_ADDRESS
I need assistance to change the sending address,change_shipping_address,SHIPPING_ADDRESS
where could I change the sending address?,change_shipping_address,SHIPPING_ADDRESS
where could I changing my shipping address?,change_shipping_address,SHIPPING_ADDRESS
I would loves to know more about changing my shipping address,change_shipping_address,SHIPPING_ADDRESS
issues modifying shipping address,change_shipping_address,SHIPPING_ADDRESS
I can't amendments the shipping address,change_shipping_address,SHIPPING_ADDRESS
I am trying to alterations my shipping address,change_shipping_address,SHIPPING_ADDRESS
I am trying to change the shipping deal,change_shipping_address,SHIPPING_ADDRESS
change my dispatching address,change_shipping_address,SHIPPING_ADDRESS
how to change my ships address?,change_shipping_address,SHIPPING_ADDRESS
could you help me changing my shipping tackling?,change_shipping_address,SHIPPING_ADDRESS
I put my vecchio address by mistake,change_shipping_address,SHIPPING_ADDRESS
where do I amendments my shipping address?,change_shipping_address,SHIPPING_ADDRESS
aid changing my shipping address,change_shipping_address,SHIPPING_ADDRESS
I have troubles tempting to modify the address,change_shipping_address,SHIPPING_ADDRESS
I want assisted changing my shipping address,change_shipping_address,SHIPPING_ADDRESS
where can I changed my shipping address?,change_shipping_address,SHIPPING_ADDRESS
